	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SERPINH1	3.86492554415715	0.195181315025827	0.0794880256825366	2.45548072618324	0.0140696297303173	0.466071400575351
TUBB4B	11.3146699399366	0.194935276491605	0.0548099609011602	3.55656660370796	0.00037573325373767	0.0849039736805342
AP5Z1	1.14551848845704	0.193694685266934	0.0834257246475939	2.32176209538649	0.020245749300974	0.498234559422335
DCTN6	0.771801713700701	0.190828387893914	0.0928810612554404	2.05454573100861	0.0399229019950629	0.594600731405251
FLNA	3.71385769893927	0.188769340594674	0.0576837082506181	3.27248969110184	0.0010660476009396	0.164642850608687
CDK5	0.457627197382819	0.188704389402763	0.118037096723082	1.59868714702012	0.109890134916306	0.685062960056858
HSPA1B	7.44876328242297	0.188564476186075	0.0684575042522413	2.7544748854893	0.00587864015077622	0.332097241642678
ATP6AP2	0.971968951443039	0.187992541901997	0.0942400370486228	1.99482669775484	0.0460617844811148	0.602375231414416
PSMC4	8.51264268119268	0.187664962817337	0.0512746668239252	3.65999380282216	0.000252221348158011	0.0651361631618065
MISP	0.688044598353324	0.185747720392379	0.104636752245881	1.77516710338924	0.0758702997483843	0.663799496105024
HLA-A	2.53765371177896	0.185471066972331	0.0734051580302725	2.52667621662012	0.0115147606026401	0.435416136765931
DOLK	0.464349406758358	0.185279979643332	0.113052572656896	1.6388833556724	0.101237554755283	0.680342712300603
USP7	0.625853494135875	0.184715013272511	0.107174806402406	1.72349285688437	0.0847994358136564	0.665548865728764
AKAP12	0.454661909625753	0.184347765834634	0.298259660503934	0.618078105242805	0.536523854172578	0.842297944792163
BAG5	0.852720182826989	0.184139904524063	0.0933227921586084	1.97315039836254	0.0484784297341978	0.608526135705896
RNH1	1.46445847982085	0.183721752104488	0.0752862439359257	2.44030970997636	0.0146746748783088	0.467238290307247
GAREM	0.406545285262514	0.18266661209552	0.127796021774735	1.42936070746791	0.152900585730401	0.692167482880572
CBY1	0.872591303366343	0.181612151128558	0.0969531900620376	1.87319417764747	0.0610415760434761	0.637274353774614
KRT7	1.1468934092561	0.1801514607941	0.0964384767043809	1.86804548299046	0.0617557314750491	0.637274353774614
FEM1B	0.475454408962936	0.179886085491023	0.111465702161853	1.61382453976578	0.106565490123983	0.685062960056858
RPP40	0.872359630254622	0.179815489415878	0.101247770126191	1.77599456453968	0.0757338130423978	0.663799496105024
STYX	0.745426653276023	0.17963358134673	0.0957804407982979	1.87547248529599	0.0607277513091694	0.637274353774614
SIN3B	0.774651439746978	0.179526155824435	0.0937651453507303	1.9146363518439	0.0555388958010139	0.625798656767215
UCK1	0.882992330102495	0.179462805733538	0.0882057733542682	2.03459250918584	0.0418918917255698	0.5967248945098
PHKG2	1.25834742735121	0.179064571700128	0.0760635911510706	2.35414301363297	0.0185654667323569	0.489304409748614
DYRK1B	0.498339395718687	0.178611429817056	0.109933533618138	1.62472199281318	0.104221809020574	0.684496539604453
FBXO22	1.53792714949541	0.178220021636279	0.0716806324111125	2.48630649090995	0.0129076746418244	0.458198912494446
PARVA	0.382491937710758	0.177822248106411	0.128375325995931	1.38517465663181	0.165999068091612	0.692496948437126
SERTAD1	0.634465037204427	0.176853929312153	0.117967459893388	1.4991755308793	0.13382810114363	0.691403272685398
SNRNP48	0.683334267165333	0.176645007790698	0.107439527540482	1.64413425705116	0.100148473161588	0.679392289554037
MT1X	1.19834604584571	0.176409965460902	0.102618111079183	1.71909191862613	0.0855976360805651	0.665548865728764
HERPUD1	1.52704676741664	0.176003956739247	0.08865444074959	1.98528077388002	0.0471132418744382	0.602375231414416
PCCB	0.558759712582219	0.175839186445408	0.11842786137114	1.48477887221442	0.137602410418431	0.691403272685398
BSG	4.7351212161123	0.173996855450139	0.0454928012263567	3.82471183922903	0.000130925129822088	0.0473359806871758
ATP6V0D1	2.03262923976663	0.173548341076064	0.0654434700877434	2.65188170559078	0.00800445803004052	0.385855948749412
AKAP8L	1.44960933882999	0.172932590922417	0.0810987905565509	2.13236954257449	0.0329764791880364	0.578373608310539
C9orf142	1.15661325811896	0.172605638863046	0.0820085841110459	2.10472648362426	0.0353151237738019	0.588395529973183
KRT8	28.5746913739197	0.171809308886366	0.0539356849540001	3.1854477982971	0.00144530176151498	0.186624589955622
RBM42	1.83694686355439	0.17148366557253	0.0738298236339853	2.3226882732738	0.0201959046982551	0.498234559422335
PQBP1	1.84291400179246	0.171148645685607	0.0700604051350065	2.442872623357	0.0145708790041077	0.467238290307247
SNRPA	1.42521709445939	0.17109020491975	0.0733868257252682	2.33134766668128	0.0197350346653746	0.498234559422335
AQP3	2.12639612018125	0.168768027826087	0.091704872326412	1.84033872513751	0.0657185233477385	0.640096384116831
HLA-C	2.97782480494438	0.168069161431652	0.0614163852937194	2.73655247907987	0.00620866911463228	0.345345279753123
MKLN1	0.448293522271481	0.167211261942911	0.117862841268317	1.41869362848849	0.155988355585537	0.692496948437126
SHMT2	0.891035001797505	0.167055305242509	0.0905829464898639	1.84422467711626	0.06515040344498	0.640096384116831
KIF22	0.589300145686337	0.16674640350761	0.105946465052286	1.57387415828663	0.115516545259639	0.685062960056858
ATXN10	0.656592898272854	0.166693028715109	0.110858473862679	1.50365617446252	0.132669919057969	0.691403272685398
CORO1B	1.81464989764666	0.166448004098521	0.0673412265689934	2.4717103114834	0.0134468431141527	0.458198912494446
IGSF8	0.361218223969017	0.166280524054172	0.13044531947758	1.27471437626209	0.202410356494129	0.701743698246924
ECH1	1.182143232124	0.166224927672265	0.0905383936727785	1.83596064530403	0.066363477303351	0.640096384116831
GSN	0.81408479451423	0.165533610745903	0.108347968889205	1.52779615938324	0.1265631561355	0.688527914595836
GOT2	0.892057828672629	0.164870190047421	0.0859605327077889	1.91797543423649	0.0551141261321563	0.625798656767215
ACADVL	3.42499946474188	0.164828148284198	0.0594886472903173	2.77074964370599	0.00559274098371836	0.32352888042614
DERL1	2.59091108477352	0.164800891752685	0.0643990662268831	2.55905716353213	0.0104956481324047	0.429297662856159
ARL1	2.10999366976369	0.164080294963813	0.0649189257794887	2.52746472609772	0.011488936438985	0.435416136765931
RFXANK	1.13984229470909	0.163964854102807	0.080816432347114	2.02885538671842	0.0424730219603916	0.5967248945098
DPM1	1.96053732514195	0.163543842511375	0.073662793188208	2.22016889983416	0.0264073045852312	0.537890759030442
RPP25L	0.591681131597	0.162630074356636	0.102885935474663	1.58068324505526	0.113950481236762	0.685062960056858
LDHA	2.57486131068706	0.162178996905639	0.0866165623427696	1.87237859041143	0.0611542448596997	0.637274353774614
ENOPH1	1.06759843158293	0.161317619736311	0.0873540205812768	1.84671087447218	0.0647890548002807	0.640096384116831
LAPTM4A	2.12057501533403	0.161268329807131	0.0707415128239604	2.27968449315532	0.0226264076578526	0.520880000047698
SLC25A4	1.03465931594155	0.160869891514197	0.0849134429763227	1.89451617877577	0.0581565289616831	0.635131914479851
DNASE2	0.649096775402746	0.160711575313568	0.101120247274096	1.58931153399917	0.11199007602447	0.685062960056858
YARS	0.936827883808389	0.160686993603859	0.0917369373826222	1.75160625794227	0.0798415357764595	0.663799496105024
KDM5A	0.484395981204885	0.160681945407812	0.121159083650894	1.32620634430348	0.184771358424032	0.694413036125685
RNF25	0.884450377151588	0.159975305679898	0.0923517504335374	1.7322390201475	0.0832310142423653	0.665548865728764
AK2	2.37813243932276	0.159917482581941	0.0597473152916262	2.67656348743679	0.00743814721188453	0.370932706821635
ATIC	0.810540001200754	0.159502224518995	0.0999906006837018	1.59517218046869	0.110673737950475	0.685062960056858
UNC50	0.648540306869141	0.159373607317627	0.100568177990624	1.5847319748846	0.113027243773747	0.685062960056858
PSMD1	2.2584530708751	0.159189515526838	0.0634254058421198	2.50986987648288	0.0120775657246971	0.442096176015997
CDS1	0.494938720748198	0.158552357931466	0.111509476064774	1.42187340060109	0.155063006315428	0.692496948437126
SNX2	1.1438396962592	0.156248993294105	0.0848435807122513	1.84161243528873	0.065531860774671	0.640096384116831
FBXL15	0.671953959159097	0.155644845204144	0.102805681032193	1.51397124790608	0.130033131965365	0.691403272685398
GSTK1	1.01458966226366	0.154976935323313	0.0869432656739633	1.78250648997331	0.074666673832209	0.66079879178285
GIT2	0.288068923499236	0.154687155336935	0.141893201791588	1.0901660783167	0.275639992932547	0.737514300599586
EFNA4	0.377235482474683	0.154563407385763	0.131268084616725	1.17746372118596	0.239010469456677	0.716833141701049
CTTNBP2NL	0.288039085446155	0.154160099735326	0.151173948592872	1.01975308027772	0.307845580603929	0.754549316279541
HSP90AA1	196.310966063117	0.15400861952477	0.0451500675735928	3.41103851669197	0.000647159489094109	0.111419292039036
SRP68	0.853143472485045	0.153828490303479	0.0960906436912899	1.60086855904185	0.1094060346585	0.685062960056858
MARCKS	1.76702921050934	0.153737881111671	0.0913507082219925	1.68294131598926	0.0923864523598786	0.673216004092425
SERINC3	2.74700892904367	0.153299204293566	0.0570869281388139	2.68536439587011	0.00724507678769791	0.368937677829884
TMEM256	0.885524317081944	0.152665453951533	0.0864083288441774	1.76679095630745	0.0772632438471086	0.663799496105024
HK1	0.579742248143383	0.15243273986997	0.111733918069129	1.36424769223308	0.172489622599022	0.692496948437126
TKT	3.70093389179536	0.152120302024056	0.0603122143688547	2.52221384367892	0.0116618790024061	0.435416136765931
TMED10	2.93344221997898	0.151724161604897	0.0573283624003461	2.64658112062138	0.00813100007420693	0.386810931161778
PVRL2	0.903269968085678	0.151453806603722	0.0911833417282381	1.66098109296229	0.0967172440406399	0.67663748636461
TMX2	1.0978545438463	0.151453358713776	0.084547136607543	1.79134817323031	0.0732374401430359	0.65940944742876
ERCC3	0.79219453233064	0.150794776264966	0.0935109454157387	1.61258958076565	0.10683370361986	0.685062960056858
MGMT	1.2640469804854	0.149644160144283	0.0873650722346564	1.71286025772805	0.0867382512284361	0.665548865728764
LPIN1	0.506883865956132	0.149419921928167	0.113632360151533	1.31494163923824	0.188529517156776	0.695830481425943
AP1M1	0.477364974245293	0.148745676886777	0.112398127936228	1.32338215607268	0.185708322784744	0.69483697266627
TBRG4	0.7945537587833	0.148348035611322	0.0942621878620084	1.57378095051741	0.115538099512408	0.685062960056858
IRF2BP2	1.2820687894513	0.148205201438038	0.0791530337147997	1.87238813829983	0.061152924876597	0.637274353774614
SPHK1	1.06358195723114	0.148123843618746	0.0922219732881056	1.60616649522344	0.108237332811823	0.685062960056858
NDUFA9	0.796978817281857	0.148078120668555	0.0967203388026462	1.53099257613956	0.125771227446145	0.688527914595836
HLA-B	3.00552523723338	0.148061351162204	0.0627420028321796	2.35984419493644	0.0182826118253606	0.489304409748614
FASN	0.583424472354824	0.147884402670479	0.104779291035614	1.41138960961488	0.158129764986621	0.692496948437126
GADD45B	0.539800401678918	0.14750190507011	0.130901563628535	1.1268154556861	0.259820514448188	0.72812575897932
CERS5	0.418415933177076	0.147394998958052	0.117447749692731	1.25498359350153	0.209484715875506	0.706754555641253
MECP2	1.04338626761346	0.146293772692422	0.0826983876042802	1.7690039301909	0.0768932187125042	0.663799496105024
APEH	0.682478160523145	0.146163335154958	0.100800887831783	1.45002031528607	0.147052854159047	0.691403272685398
IER5	1.97993844230043	0.146001903318166	0.0846073049692797	1.72564181510306	0.0844118717218715	0.665548865728764
RBM28	0.902187619742841	0.145875032956501	0.0916390547749149	1.59184349200024	0.111419875076232	0.685062960056858
METTL17	0.537614041665347	0.145366282784393	0.110687526480938	1.31330320051399	0.189080800510982	0.695830481425943
DDR1	0.386694495351797	0.14511979771385	0.125339662478038	1.15781225866376	0.246940659659169	0.722425864254792
KEAP1	0.74703869528239	0.145058945286018	0.0968926782667964	1.49710946049602	0.134364778515403	0.691403272685398
BIRC6	0.735532401762081	0.144991608253229	0.0994920782425624	1.45731811833037	0.145028587742285	0.691403272685398
ZC3H18	0.768511786873999	0.144946356070847	0.101856742064689	1.42304135330376	0.154724167718353	0.692496948437126
UQCRC1	2.44595903067669	0.144897876055348	0.0640562521957881	2.26204111368344	0.023694863253846	0.523597053675104
RNF5	1.10646622974857	0.14486849945632	0.0813011126818637	1.78187597534119	0.0747694591223563	0.66079879178285
PDIA3	1.8794179790267	0.144443590691224	0.0777418451313273	1.85799025540517	0.0631703981288422	0.637274353774614
MGEA5	0.540621769476564	0.144341470105176	0.113126595400123	1.27592870265959	0.201980723660768	0.701743698246924
VCP	1.93902955261399	0.143791927553843	0.0800991754585159	1.79517362982487	0.0726260405289688	0.65940944742876
VPS25	1.39734177136932	0.143485880498373	0.0761181128099278	1.88504253720355	0.059424095084211	0.637274353774614
LETMD1	0.499375391128925	0.143211384568284	0.116072288110107	1.23381202266327	0.217272958359253	0.7067959385656
IRF3	1.21097298923741	0.142841127865106	0.0794355541591131	1.79820143986141	0.0721450914851495	0.65940944742876
XRCC5	1.58863838681874	0.142274730874492	0.0803456761244684	1.770782669799	0.0765968488858172	0.663799496105024
RP11-6N17.4	0.800771980761781	0.142217890795387	0.0931046795944399	1.5275052920528	0.126635412292131	0.688527914595836
UBE2Z	1.52268498837018	0.14209876021615	0.0728005253225048	1.95189196213428	0.0509510327867273	0.618165969934271
TMEM185B	0.247786157926592	0.142007547692233	0.153543736406342	0.924867083580802	0.355035050536261	0.777002213296849
HNRNPM	1.59079450740001	0.14191954820083	0.0762933287416059	1.86018293527984	0.0628596485370752	0.637274353774614
EXOSC3	1.57138882514318	0.140862828771426	0.0708514625022458	1.98814285261875	0.0467958931614391	0.602375231414416
PRMT5	1.07716649681128	0.14081645817215	0.0861593825606881	1.63437171886605	0.10218082282731	0.681720106148438
DDX39A	1.53024125239538	0.140683874980665	0.0767703260941604	1.832529339632	0.0668725946793955	0.640096384116831
DNAJB12	0.503401068759568	0.140639603571938	0.112734853640105	1.24752549039462	0.212204879679599	0.706754555641253
RP11-51O6.1	1.57782429886882	0.140629840133065	0.0633261670703704	2.22072243811617	0.0263697667213755	0.537890759030442
ETFB	1.74835231352827	0.139970804809413	0.0726415040989906	1.92687096096841	0.0539957132665867	0.624708804209101
ZDHHC16	0.851980125505401	0.139562644526999	0.0903487548599584	1.54471021480399	0.122416372982072	0.688481584711528
PITPNB	0.580097856589104	0.13919659149336	0.109403875678985	1.27231865077426	0.203259924526091	0.701743698246924
ATP5A1	2.7664876034911	0.139009312109049	0.0619265397917168	2.24474534790079	0.0247844850560023	0.526665172296162
PKM	9.41654374398436	0.138995790248836	0.0507693617986129	2.73778880262847	0.00618537839745645	0.345345279753123
MFSD12	0.825695076646315	0.138656433806827	0.0925282771163749	1.49853037501644	0.13399550689544	0.691403272685398
NAA25	0.954808244801928	0.138326779614553	0.0934362797746203	1.48043971729412	0.138755937224411	0.691403272685398
TRMT1	0.77644551489867	0.138051548327125	0.0966162692874819	1.42886440705294	0.153043209292455	0.692167482880572
CCT5	5.24691832730628	0.137494491458025	0.0609389625966226	2.25626570586952	0.024053995766482	0.523597053675104
ILF2	2.52031258823127	0.137279504795964	0.0675142714508648	2.03334053446571	0.0420181306461025	0.5967248945098
TFPT	0.894784839909938	0.137227817426689	0.0935080076161641	1.4675515062837	0.142226088713921	0.691403272685398
MED29	0.661599671262257	0.137065365890652	0.10052531332559	1.36349105868204	0.172727800502232	0.692496948437126
TMEM70	0.771598685529244	0.136786844172397	0.0955282051441112	1.43190007564827	0.152172420599131	0.691403272685398
RPL26P19	0.396066625374574	0.136650348965647	0.115007315348939	1.18818832133453	0.234759223766723	0.713304124043108
HACL1	0.481540027410021	0.136201676213247	0.114843644979933	1.18597486379892	0.23563222628887	0.713625602457229
NDNL2	0.586323734168708	0.136056242095	0.109405189997253	1.24359952300632	0.213646991832339	0.706754555641253
ELF3	1.40522824413534	0.135930290759657	0.0951874970027215	1.42802673712254	0.153284162907592	0.692167482880572
RPL7AP66	0.451384710423579	0.135224581095411	0.113099529850368	1.19562460846933	0.231843083867906	0.712859133387146
DDIT4	3.50696365687185	0.134955432425078	0.0951603837830741	1.41818924073194	0.156135522282445	0.692496948437126
IDH3G	2.05403083825884	0.134553887297986	0.0652938291346787	2.06074431659458	0.0393274393153443	0.594600731405251
GGNBP2	1.07755793612627	0.134424295048639	0.0889791768466144	1.51073880218475	0.13085501218467	0.691403272685398
LSG1	0.666238950400463	0.134301671431083	0.106796598030034	1.25754634425072	0.208555868495104	0.706354793952272
HYOU1	0.620424297475094	0.134254336185569	0.105252139792726	1.27554970806253	0.202114741824401	0.701743698246924
C10orf35	4.30902312610362	0.134061525752455	0.0509911162426709	2.62911533676661	0.00856073208190885	0.399432038181022
TPI1	14.6466888718063	0.133880621890173	0.0449581518649754	2.97789424912887	0.00290236105776406	0.24984491438919
KLHDC3	0.955267026901395	0.133649460038669	0.0867668130502308	1.54032924963254	0.123480117499817	0.688481584711528
GRN	2.46823059672977	0.132920655798575	0.0681489908046507	1.95044202752162	0.0511234567440335	0.618183471097167
SPTLC2	0.503855907455884	0.132705068996368	0.117955530199176	1.12504321562783	0.260570721954236	0.72812575897932
PEX26	0.4885729393582	0.132612625157506	0.115494490857427	1.14821602461723	0.250879395584434	0.723328911272345
SAFB2	0.612926044394884	0.132166750807092	0.11302224194833	1.16938709167983	0.242247708193697	0.717907040142878
INSIG1	1.31642053797285	0.131869629585234	0.0862908434511295	1.52819956685112	0.126462996320605	0.688527914595836
TMEM43	0.403547519821829	0.131770660732076	0.124311903327707	1.06000034755085	0.289144441213322	0.742736573503919
PRPF31	1.56388521779082	0.131374443588152	0.0692851838235451	1.89614050707775	0.0579414675065157	0.635131914479851
SYNCRIP	1.7323759701629	0.131251708420953	0.0740743516323413	1.77189142434083	0.0764125822309662	0.663799496105024
SAR1B	1.32774203012022	0.131196643102196	0.0758302309464522	1.73013640423753	0.0836059074057433	0.665548865728764
MMS19	0.270718651993112	0.130906563856112	0.142187365453219	0.92066241918788	0.357226702593705	0.777539903281124
DDRGK1	2.01136421680356	0.129925863591396	0.0657614052034566	1.97571604787677	0.0481869463178293	0.608526135705896
CCT8	2.84058730858078	0.129504312966281	0.0661895108303048	1.9565685157925	0.0503982196575021	0.616211113875759
BAD	2.83562225349551	0.129445853055438	0.0569565517673343	2.2727122523888	0.0230435258180328	0.522476607300008
XAB2	0.260942577488224	0.12877000765998	0.155530958708141	0.827938107818272	0.407705552016204	0.793341132630281
DDX41	1.54367411317163	0.128557238612591	0.0694085589065342	1.85218135396971	0.0639997853652282	0.640096384116831
MT2A	2.35838066882182	0.128362368096531	0.149970302812979	0.855918576470471	0.392042818941097	0.787899283980843
GANAB	1.28092872824008	0.128286894694846	0.0741602406126881	1.72986082077109	0.0836551447123351	0.665548865728764
ZNF394	0.848986358294921	0.128161072542581	0.0923502159784049	1.38777230984008	0.165206389168293	0.692496948437126
TMEM59	4.95081817848427	0.128058553168643	0.0529295335697564	2.41941586354379	0.0155454565090524	0.473327686339186
IMMT	0.877677660943046	0.127809809859617	0.0988639613449227	1.29278463173963	0.196085557137188	0.700943931882613
MFAP1	0.313432549229144	0.12750041255419	0.143273757378861	0.889907648733175	0.373515476568573	0.780168603095276
CELF1	1.53715857309843	0.127196836859815	0.0740193644474698	1.7184264929765	0.0857188514638254	0.665548865728764
RCN1	0.845186120865767	0.127123064828096	0.109756897106249	1.15822393106682	0.24677266476441	0.722425864254792
SNX27	0.880289637505348	0.126744964868598	0.0901027470928194	1.40667148292418	0.159524825585526	0.692496948437126
CDH1	0.808234030803764	0.126727135294449	0.0949356642889144	1.3348738458161	0.181917639128438	0.694373290568661
IGHMBP2	0.53495689186488	0.126568913596731	0.108155131118126	1.17025343400947	0.241898995252578	0.717833314065912
GGA2	0.491588656137585	0.126419589021242	0.113785894084241	1.1110304140832	0.266555258146123	0.7318385054833
NT5C	1.60384332371231	0.126336346380658	0.0685686022291898	1.84248099382835	0.0654048241205671	0.640096384116831
UQCRC2	2.30845240301116	0.126307469126811	0.0617686670853622	2.04484692784869	0.0408699515728461	0.5967248945098
PELP1	0.388188525124951	0.126033581476479	0.131239203460093	0.960334855391009	0.336886713093209	0.769781852268293
ASNS	0.549090533798664	0.126010698221467	0.119914720676875	1.05083593999287	0.293333946069774	0.745344897577141
GARS	2.09568590575446	0.125657884353253	0.0692055540707909	1.81571964910094	0.0694133883497429	0.652702485249663
RANBP2	0.610650251624279	0.125597635659227	0.110113874575445	1.14061589553071	0.254029799526118	0.725579260776961
CAMSAP1	0.605797450776906	0.125369280364109	0.107123546935784	1.17032420929137	0.241870522986355	0.717833314065912
SLC2A1	0.396720005734411	0.125169961459549	0.12227218204208	1.02369941689985	0.305977270894371	0.75332708404399
DDX54	1.03956017274926	0.124844433461655	0.0888676403090938	1.40483569753207	0.160070141279373	0.692496948437126
ST20-AS1	0.309178239799953	0.124608716737382	0.134719712116095	0.924947914303741	0.354993001400474	0.777002213296849
RFC1	0.847769041977204	0.124607139822466	0.0966802003056715	1.28885893314762	0.197447133282063	0.70137803453889
DHRS7	3.12223644649673	0.124332702894943	0.0651822362950311	1.90746298319962	0.0564606601147365	0.630360980422958
SPINT1	1.51483893947267	0.124172436878899	0.0784565976881229	1.58268954476593	0.113492242486179	0.685062960056858
STOM	0.656767543476743	0.124112536383319	0.112510449884274	1.10312007916579	0.269975022193267	0.734734431870347
RP5-1159O4.1	0.749270319247174	0.124104433863182	0.104180255831772	1.19124715976493	0.233556570821589	0.71319085021296
B4GALT4	0.469417975554749	0.124051448319289	0.113525027966022	1.09272334516771	0.274515286590928	0.737514300599586
CCDC107	1.16865521294913	0.123939033130137	0.0815764032412445	1.51930004518113	0.128686988375798	0.690824147922295
DPF2	0.91020837975785	0.123893313736971	0.0910916438016754	1.36009526852662	0.17379977816187	0.692496948437126
HARS	2.07818894558571	0.123694815446195	0.0709540942835861	1.74330765116692	0.08127988959539	0.663973230621739
ADH5	0.999546734597993	0.123364404861477	0.0898556676313629	1.37291734749093	0.169778042975562	0.692496948437126
MAGOHB	0.492757307166504	0.12316039325707	0.113855703874327	1.08172352430418	0.279375396993225	0.739445215011059
HSCB	1.19762469502087	0.123107232060756	0.0773992271932588	1.59054859492807	0.111711201048554	0.685062960056858
TUFM	6.82770386897554	0.122869047847264	0.0441844783295384	2.78081924903305	0.00542219173217381	0.32352888042614
CBR1	2.22650626433646	0.122627953683995	0.0634329630320754	1.93318974587372	0.0532128274908795	0.623506823561321
CYHR1	0.613963602863729	0.122327641036298	0.101927308532167	1.20014589610882	0.230082683423766	0.712859133387146
