	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPL12P4	0.967028049597881	0.130844042429354	0.0883232693910838	1.48142209104595	0.13849413159329	0.289019066537107
CPE	0.393859228178678	0.129643290879702	0.174249027930971	0.744011558739145	0.456869482325352	0.608935269519689
RP11-641D5.1	0.724396940813592	0.128666831618019	0.0957740287016227	1.34344178022281	0.179128965927836	0.333491645886762
PFN1	33.9215458683992	0.127597828742843	0.0409852021921957	3.11326581102339	0.00185029289332078	0.0522635465296975
FAM127A	0.874172643683267	0.125938889820721	0.100151984173211	1.25747773107432	0.208580697809251	0.365512446059063
HUS1	0.548882645752108	0.12520992285505	0.118881415711016	1.05323378011764	0.292233860042128	0.451237036507501
EGFL7	5.42825824382026	0.125043910185661	0.050497901488531	2.47621993191264	0.0132781755770157	0.102690567279123
PCSK1N	5.83112669610311	0.123130277329489	0.0527735369122696	2.33318220710087	0.0196385842854373	0.11650140960935
SLC25A1	1.40641282483885	0.122866318112076	0.0803817172650546	1.52853562094139	0.126379606434478	0.274564607097913
NOC4L	0.577335487250542	0.121969264432366	0.114957360967554	1.06099568923465	0.288691860233524	0.447948194309118
STUB1	9.33941368532244	0.121194152206274	0.0476414549564162	2.54388016312991	0.0109628688562487	0.0949070670305922
C6orf1	1.91833750116784	0.120884434244852	0.0675159627907552	1.79045708967368	0.0733804596172461	0.202704609364323
SH3BGRL3	25.1990848644361	0.120128986688291	0.0408750524489258	2.93893168304541	0.00329345660416029	0.0625065215346012
CYBA	5.41370137775187	0.120125372940442	0.0709992032643452	1.6919256472948	0.0906601511731762	0.228180839934994
AK7	0.593356695018951	0.119983878109527	0.112159888495043	1.06975746605552	0.284728492225072	0.44468071863488
IDE	0.5949398265047	0.119940932717961	0.111981630173104	1.07107685905763	0.284134872292801	0.44418243579941
WWP1	0.909321533614032	0.119661047823667	0.0995123666303435	1.20247414342149	0.229179878135257	0.385574615820391
U2AF1L4	0.745800235579084	0.11947709410219	0.0977754758684424	1.22195359358769	0.221725176612733	0.378224758689943
UBE3C	1.35937286183957	0.119090818715274	0.0828852308760465	1.43681591348129	0.150770307454991	0.302923060074199
SLC38A6	0.661273982570686	0.117750646780608	0.10618113639541	1.10896012962335	0.267447382233283	0.426492758190525
SHARPIN	1.69763671894363	0.117076288384809	0.0779422279331097	1.50209060594578	0.133073710644081	0.283517736268014
MTX2	1.13722986562945	0.115243391718756	0.0934268289731697	1.23351496551223	0.217383696728904	0.374188390204488
WRNIP1	0.479077428340104	0.113722431783019	0.124125081072063	0.916192205481787	0.35956609296301	0.519692668042279
NUDT14	2.12842842332903	0.113003992120065	0.0689901809973548	1.63797210684805	0.101427512563127	0.243823917335098
UROD	0.87651193116196	0.112899963875396	0.0970737024627419	1.16303345819872	0.244815927806773	0.402999469019209
S100A6	1.13002907717921	0.112844939623628	0.144796862982023	0.779332765224607	0.435783718460644	0.588598891906166
STARD3NL	0.572274977057988	0.112114299209477	0.119995039489715	0.934324449462644	0.350136556135357	0.509839407511086
ATG4A	1.12111766336488	0.111148686948725	0.0824950453142404	1.34733772828825	0.1778714863033	0.332033259856117
COA5	0.816449997697913	0.111135886490237	0.0988410429924318	1.12439006232205	0.260847586052631	0.420367482671401
INTS10	1.39826727433785	0.110906214458835	0.0816523066835564	1.35827411329177	0.174376721220017	0.328343256608429
RPL41	1.28979563820939	0.110619817180664	0.0758868535529842	1.45769408008766	0.144924884428705	0.297206987891086
UBTD1	0.865429920465351	0.110222096976045	0.0923515584996093	1.19350554302245	0.232671442599005	0.389365239859617
ARL6IP4	0.872455142026036	0.109067078536981	0.0974189160644418	1.11956776920854	0.262897996761887	0.422072694179663
TMEM101	0.558165974187671	0.108854667263623	0.113234108721389	0.961324008223156	0.336389280081653	0.497712712085563
PGAM1	3.77012590410735	0.106570171698104	0.0574425446873246	1.8552480966537	0.0635608063006924	0.188955184489143
TWF2	1.17296585632181	0.10656887905379	0.0903883000653298	1.17901187406739	0.238393447664946	0.396099039537046
ZDHHC6	0.793087174012139	0.105547753870688	0.097775759120329	1.07948795100424	0.280370262228795	0.440729862212264
COMMD9	0.794167346446369	0.105465714639579	0.100183668045758	1.05272362947829	0.292467675608232	0.451501657199642
ZNF185	0.403673832005714	0.105461291576755	0.144933690282675	0.727652013628205	0.466826631974996	0.616214562944723
TCEB1	8.17972402893207	0.105095587662684	0.0427501631220071	2.45836693915637	0.0139570486622044	0.105092067609461
C1orf50	1.60301690184698	0.104844816652088	0.072893060528871	1.43833742048136	0.150338339251022	0.302529784518579
NDUFB8	3.7223779424477	0.104676606123652	0.0536293231182198	1.95185394924535	0.0509555469954414	0.169519293585919
CEP170B	0.844847445616104	0.104531395665148	0.0968803214418592	1.07897449254315	0.280599098726916	0.440848876982567
AP2S1	8.98615484339111	0.104097721552144	0.0397327382001398	2.61994834153609	0.00879430876124695	0.0871118447295571
CAPNS1	2.94674977618961	0.103749350071151	0.0573061221275232	1.81044094800689	0.0702274340928967	0.198365068720991
ZNF639	0.71347069090738	0.103593108598755	0.10716121879935	0.966703344357478	0.333692354772969	0.494786313204427
DLD	1.41984600007457	0.103152024949952	0.0829121414367927	1.2441124202369	0.213458190500272	0.370243810499254
SNRPA	1.42521709445939	0.102715280176668	0.0792828687135497	1.29555453584532	0.195129001086452	0.35173244033496
PARVA	0.382491937710758	0.10204198063058	0.141363218015962	0.721842513652018	0.470391308046516	0.619675632808226
C19orf12	0.43548087615143	0.101816878691992	0.123577671257547	0.823909996489552	0.409990699977807	0.565582034006627
CD81	3.205898317704	0.101399805971375	0.0620855324193296	1.63322761390712	0.102421134322519	0.245037239718213
SEC63	1.57084270084814	0.100764491557266	0.0781539164656085	1.28930827927999	0.197290933808375	0.353822108722311
ABHD11	0.772448655997064	0.100332404157408	0.110779080785853	0.90569811056079	0.365095662861636	0.524747910584871
MYCBP2	0.41588485493031	0.0998594435828971	0.1385816789415	0.720581857180782	0.471166819677515	0.619793937254522
PDXK	3.32703000611774	0.099639903681989	0.0596872035261698	1.66936793475844	0.0950444843245842	0.234402000733652
ETNK2	1.08723877633087	0.0994089848707688	0.0899238497978268	1.10547963742953	0.268951812919345	0.427900104644786
NTAN1	2.32871915751834	0.0990300503575149	0.0694860080839731	1.42517973169272	0.154105253623077	0.306388531467823
RWDD1	6.02010667651483	0.0987283721635638	0.0556556852450189	1.77391351357766	0.0760774571085563	0.20688833860548
MKKS	3.61138259763081	0.0986624588134498	0.0609457122819201	1.61885808073029	0.105477802018444	0.249056439187573
RP11-51O6.1	1.57782429886882	0.0983683331499621	0.0673082660887316	1.46145991965213	0.143889267169872	0.295838297101321
TRAPPC6B	1.25569376426989	0.0973669899489279	0.0834471250119506	1.1668105993464	0.243286865606646	0.401004633052577
TMEM184A	0.637865013381273	0.0973653571415753	0.119225069519315	0.816651712044517	0.414127493962013	0.568766554385435
ZFAND3	1.8156757809397	0.0971728812142421	0.0657430724439858	1.47807027572426	0.139388969136421	0.290551062503736
GLRX2	3.8910092173039	0.0969781967352984	0.0593767904161089	1.63326774747643	0.102412696934551	0.245037239718213
CISD3	0.694989813899483	0.0967225310626024	0.109034117897725	0.887085005386377	0.37503313633153	0.534462871267894
SAP30L	1.27390869507855	0.0967047121772529	0.0826668633194877	1.16981228383509	0.242076519206915	0.400195544212438
BID	3.95726797116082	0.0966454082752879	0.0542495278028736	1.78149768651385	0.0748311824953488	0.205041409861261
PPP1R35	1.23658421420973	0.096621575756368	0.0851177095717812	1.13515244057273	0.256311452547958	0.416024267873015
DLST	0.929627653832941	0.0964916876307853	0.0966633254013953	0.998224375481629	0.318170569060449	0.47885968424951
RHOG	0.808433748023588	0.0962427113854073	0.094818240125253	1.0150231775898	0.310094779274837	0.470181452911794
LGALS3	15.0176932999694	0.0952637022633393	0.047028726336611	2.02564920813469	0.0428007450704412	0.15781914026724
SIN3B	0.774651439746978	0.0947387485558628	0.10139885568736	0.934317728870309	0.350140021808886	0.509839407511086
DAZAP1	1.5353955705355	0.0944317206503906	0.0723067784947827	1.30598710959311	0.191556941224969	0.347166204008696
RAD1	0.913203802511358	0.0943100048005522	0.0903583154257863	1.04373354412535	0.296608685683282	0.456117434715089
UQCR11.1	6.965929946876	0.0941355257228519	0.0435309900335413	2.16249448152498	0.0305800819972987	0.138788322959492
SDSL	1.27308709846841	0.093982116214216	0.0947326024246936	0.992077846577959	0.321159552317628	0.481779027204525
AP4B1	0.698715161583453	0.0939483940914204	0.107286122893125	0.875680764277486	0.381203605383925	0.539112706929623
TUSC3	0.997357476033045	0.0937428757902361	0.0990907496678256	0.946030543764006	0.344133007649512	0.504444714841601
VTI1B	5.65195268883032	0.0935329421580934	0.0522368965605951	1.79055319738596	0.0733650232863643	0.202704609364323
ABHD4	0.890550345775604	0.0935052494819184	0.0963352785283553	0.970623129037781	0.331735984023059	0.49266438703445
ARRDC1	1.86742065515217	0.0927788876592221	0.0790328455594309	1.17392821936867	0.24042377820484	0.398484956309565
ABHD17A	0.655274369668656	0.0927471557644095	0.104621404089016	0.886502686252392	0.375346707271877	0.534488389185298
RILPL2	0.536466476324606	0.0926524183426558	0.118460979005068	0.782134497965711	0.434135534453975	0.586992155878215
HINT2	2.0740763034507	0.0920853763763526	0.0713348524281146	1.29088900084497	0.196742169974181	0.353276044470649
HSPA14	0.922295441424639	0.0919023739389735	0.0981714511100228	0.936141545223536	0.349200315043382	0.509394286479463
POLR2I	7.91754200153896	0.0918014898348356	0.0441596133831698	2.07885628522787	0.0376305617062054	0.150829564328576
LINC01534	0.466203995407871	0.0917571311729021	0.13483049830796	0.68053691356479	0.496164556923597	0.640329450493402
FBXO9	1.12310467609496	0.0914099748152927	0.0860875730368349	1.06182543647944	0.288314939997481	0.447776795596923
AVEN	0.789989077061507	0.0911378854949476	0.103721388705807	0.878679765399681	0.379574932948131	0.538147718805805
PPME1	0.618102720800346	0.0909547777886849	0.114998708981644	0.790919990268789	0.428990682330447	0.582541150034077
BMP7	1.90630603498447	0.0908938883991429	0.0951377422635203	0.955392531256182	0.339379229559324	0.500214270065933
RNF139	1.13680636333725	0.0902136762979733	0.0866306033306626	1.04136036030633	0.297708332476459	0.457054979222351
KATNBL1	0.871157310338151	0.0897505232949516	0.0980608412821336	0.915253450016075	0.360058590528871	0.520013124972507
NUCB2	1.22385328185558	0.0897451586973382	0.0907119565206792	0.989342112545874	0.322495786431005	0.483108976938595
ZYX	2.71873221955165	0.0896975868314784	0.0794937851198348	1.12835974153529	0.25916802261235	0.418650636761016
GLMP	0.317224973771592	0.0896521256702009	0.142086180064697	0.630970060771422	0.528060100493196	0.666387885980157
SQRDL	1.44047359950162	0.0895815715571829	0.0823192430707683	1.08822151681073	0.27649732806588	0.436730489131581
SLC7A1	0.640403946445565	0.0893073261029411	0.12224093407739	0.730584454192744	0.4650330103796	0.614969586330447
AIP	1.52637690106811	0.0891005695558743	0.0738568193318516	1.20639597483246	0.227664847330814	0.38418775053655
NBL1	0.85112934118983	0.0889282651721831	0.11911913021883	0.746548980074115	0.455335855305764	0.607254439268901
PSMG4	0.798556525702082	0.0888956595330519	0.0999716167735909	0.889208981528996	0.373890776743115	0.533150109767199
PRDX6	13.428911035076	0.0887367743389303	0.0476056490382567	1.86399673424513	0.0623221629518663	0.187383087628084
NQO2	4.57640251009876	0.0887269724380264	0.0563692632682273	1.57403108172318	0.115480263931051	0.261180398722131
PITPNA	1.39662947218672	0.0886962615724556	0.0814330588241205	1.08919231149136	0.276069088712287	0.436149351207897
PES1	0.74276764920407	0.0883621618155804	0.103201910679243	0.856206646117383	0.391883487059947	0.549274955404241
EFHD2	1.04243576164742	0.0883518459895225	0.0883780315919839	0.999703709145931	0.31745391653036	0.478223839090767
DYNLL1-AS1	0.455727982228698	0.088127869394941	0.122769577335241	0.717831496269589	0.472861190569522	0.621178474719272
MOB2	1.32250635616475	0.0880632471065929	0.0764252514045574	1.15227945591477	0.249206256252068	0.407786928933855
PACS1	0.46415985709458	0.0871043223410172	0.128436301386616	0.678190833904642	0.49765070351951	0.641217433561935
SLC52A2	3.21788152124044	0.0865915827834778	0.0627644524462874	1.37962778943354	0.167701276623249	0.32046721227873
TAF12	1.26138945462106	0.086572827802028	0.080218806099015	1.0792086296469	0.280494733535289	0.440829693152288
C16orf87	0.745961652061898	0.086535571660014	0.1001127755495	0.864380906283308	0.387378678269979	0.544861937866216
C1orf86	2.01180616554144	0.0861053540049174	0.0689801991166078	1.24826189410327	0.211935164149352	0.369011117737531
TCEB3	1.31557106150321	0.0859514729359915	0.0869788701281788	0.988187968058526	0.323060599677064	0.483654491980299
DUS1L	1.61777088489574	0.0857579940800495	0.0764178930964037	1.12222400546771	0.2617672083396	0.421414582517837
TMEM147	5.4013901251023	0.0855633687985745	0.0618107941041568	1.38427874999296	0.166273118172443	0.318942570583703
WIZ	0.688405645023289	0.0855164012414885	0.102590319124747	0.833571841583829	0.404522298675355	0.561331940457013
PDLIM1	1.21497013183581	0.0853127021517975	0.0975093248761715	0.874918396370166	0.381618308640973	0.539593662452654
PMVK	1.17285223477941	0.0850697830983523	0.0945500109932052	0.899733190982556	0.368262255629004	0.528039732392094
ATP6AP1	1.67938626652248	0.0846065033872558	0.0736640385424045	1.14854554625799	0.250743421887249	0.409475834963347
RPS12	184.082473425784	0.0844393868995356	0.0290178401032114	2.90991288804403	0.00361529506919279	0.0641344066614597
ITGAE	4.60665857433736	0.0844367076000933	0.0558359889073733	1.51222731525658	0.130476044396495	0.280342674215869
METTL5	3.30359898799179	0.0843969286099209	0.0572945829236898	1.47303504630322	0.14074158602714	0.291856153875035
TMEM18	2.44395859023145	0.0842661154427185	0.0601594003129002	1.4007140198279	0.161299608560188	0.313348122306104
SLC1A5	1.39825506860583	0.0841167804249119	0.0851868389103053	0.98743868772358	0.323427626250959	0.483983863968503
RPP21	0.726376917015331	0.0838932705160067	0.103957669109119	0.806994531860348	0.419669633536763	0.574740742444003
SLC25A4	1.03465931594155	0.0838534698719752	0.091620978018493	0.915221291951828	0.360075469055088	0.520013124972507
CRELD2	1.02256113374711	0.0833205018793931	0.100127979616209	0.832140049152704	0.405329898359231	0.561873095311302
SYTL1	0.798798428620032	0.0832959262768691	0.123919303459079	0.672178780478502	0.501469888043324	0.644645112967338
AP3S1	2.34672123915776	0.0832637160276214	0.0622616736497537	1.33731894995326	0.181118547959059	0.335554245527019
KDELR2	8.06180160701235	0.0830246913225509	0.043693559110153	1.90015858202905	0.057412311788921	0.179832937821302
KRT7	1.1468934092561	0.0829626131730587	0.105940815713488	0.783103401784511	0.433566393702112	0.586771213337071
UBXN2B	0.347523217884365	0.0828687605408002	0.139559635138833	0.59378745479209	0.552654280834763	0.687424096569376
TIMM50	2.67289845066381	0.082465477445518	0.0578744930886541	1.42490193942942	0.154185548959247	0.306463909984693
G6PC3	1.31070071416081	0.0824420648390281	0.0847518658466951	0.972746310838217	0.330679402358673	0.491600073695634
EMD	4.04018624548	0.082357521536898	0.0538888412318174	1.52828525635975	0.126441728894489	0.274564607097913
POLE3	1.77572792330417	0.0823502488657003	0.0717246356417342	1.1481445409781	0.250908899360774	0.409646026479512
TIMP1	2.152507933918	0.0819312002843938	0.091690282491351	0.893564705639578	0.37155483739632	0.531193822559912
DHCR24	0.751634373624295	0.0818793961373673	0.102886996674036	0.795818701917942	0.426137419880209	0.579764698129474
MAL2	8.00139814894445	0.0818643458979476	0.0460852082727587	1.77636922922052	0.0756720794002411	0.206329112422
OSTF1	0.958150848571113	0.0815740801744669	0.0942085345294487	0.865888431254258	0.386551347880434	0.544162884852746
NAA10	9.65483017961523	0.0815521240671298	0.0394708352824758	2.06613626196396	0.0388156151183676	0.152375522758369
NME3	1.02335598954338	0.0814416778828828	0.102121420491022	0.797498482603294	0.425161583755276	0.579518079572931
SIRT2	0.774925450599304	0.0808962233283571	0.100406102522967	0.805690304629169	0.420421441226248	0.575377331841523
ASL	0.605678174085952	0.0808694360255351	0.121885294806627	0.663488045492576	0.507018033301615	0.649698280844228
TMEM141	4.76216033158631	0.0804541051632616	0.056555183177108	1.42257704145899	0.154858803343475	0.307295281826748
C4orf48	5.4249996049306	0.0803228795571564	0.0498860050534511	1.61012852143789	0.107369801744003	0.251769059211835
APOO	0.541177675739161	0.0803072489801107	0.116347891380609	0.690233815389067	0.490047161289881	0.635839049576015
FAM122A	0.344429228234296	0.0799349655423139	0.150482352048902	0.531191627815184	0.595285994029408	0.72126558693476
CROT	0.471083027027083	0.0795113741372339	0.126551991355683	0.628290185602547	0.529813859758208	0.668039014182856
RPL36	54.1826225903546	0.0791880969655317	0.0210579861831771	3.7604781519324	0.000169588886818334	0.0185802612209602
WDR1	3.4656383058096	0.0791556404576153	0.0656316265882178	1.2060594041688	0.227794586254666	0.384316997948552
NDUFA11	4.95849377106154	0.0789806159467332	0.0439662655741718	1.7963912767049	0.0724323102332711	0.201761461535196
TBPL1	0.97814289050364	0.0787606625161081	0.0935045637700931	0.842318913007957	0.399609467350818	0.556744228256066
APOPT1	6.26182910817299	0.0787438116154351	0.0442059088597581	1.7812960675743	0.0748640965813544	0.205053894840823
UBE2E2	1.03662292953276	0.0785784014865555	0.0885686126512632	0.887203707208965	0.374969236881869	0.534462871267894
TMBIM4	0.983423983204369	0.0780487261858604	0.0960752336824176	0.812370922186409	0.416578826050449	0.571156900108228
TPRA1	1.04883527022729	0.077839646163759	0.0852674021356058	0.912888679779009	0.361301091821171	0.521366632400497
MFSD5	0.615457883772184	0.0776910764378356	0.10555182630311	0.736046728502194	0.461702260600094	0.612918862933592
COMMD7	1.13192554888831	0.0775550917941366	0.0884785784479489	0.876540888818207	0.380736057979444	0.538784428394907
CST3	7.08451074110961	0.0774971263165444	0.0517197920058552	1.49840367315806	0.134028402652735	0.28462657419812
FNTA	0.520238963329764	0.0772628928492836	0.118252654385786	0.653371319659531	0.513516923901655	0.654527651915748
UBE2M	11.9409184809583	0.0771147716146149	0.0420404558280917	1.8342991315305	0.0666096030187485	0.193391287828909
FAM168B	0.84404535680575	0.0770511253391231	0.0968560811072419	0.795521813997511	0.426310026954012	0.579772015216186
TSKU	0.604850239095285	0.0766346502245032	0.124450870124617	0.61578235771085	0.538038172772173	0.675633588921806
ORC3	0.685639739787088	0.0764323646121706	0.105907542134974	0.721689532882949	0.470485378854191	0.619686662020885
VMA21	2.63076662078495	0.0760301566766805	0.0585302288899611	1.29898956690602	0.193947509657177	0.350258352230531
FAM173A	1.69094706309816	0.075766993376272	0.0854068387185121	0.8871302873765	0.3750087593808	0.534462871267894
BLVRA	1.21477589263157	0.0757533900671516	0.0893660550375389	0.847675216672939	0.396618872219586	0.553979344218626
NDUFB1	1.75341247865757	0.0755661405984777	0.0676964767429803	1.11624923827832	0.264315463434093	0.42359599204165
ME1	2.69784551170406	0.0754948555857201	0.065464262083816	1.15322243286057	0.248819098156899	0.407337762909789
C11orf73	3.17505733481822	0.0751232339333261	0.0670770342989205	1.11995461216351	0.262733104072258	0.421995352187139
BLOC1S1	1.47139276428761	0.0750812028697051	0.0859564878175498	0.873479184364438	0.382401947197348	0.540173565185392
C8orf33	2.87242686781994	0.0749635061787845	0.0610387043133142	1.22813069219153	0.219397911057006	0.375864116141555
CCDC53	0.932327576182964	0.0749459360818578	0.0942698407282029	0.7950149857359	0.426604785030804	0.580063783482088
DCXR	1.93863124734774	0.0748453430636584	0.0699837911071456	1.06946682766971	0.284859368630718	0.444789050867787
FAM214A	0.818365445229221	0.0745992733481771	0.0983269901505556	0.758685618607391	0.448040641849282	0.600738342520334
RPS2	242.456564776081	0.0743211457779289	0.0322194301719683	2.30671819399805	0.021070535303388	0.119125129615949
RPS7P1	0.45949111504906	0.0743032899187955	0.119256044852902	0.623056801946147	0.533247195582252	0.671410494733635
LINC00094	0.937461023017938	0.0742255080116512	0.0915538003687889	0.810731042432565	0.417520142438069	0.572230506059453
COQ4	1.92216241143587	0.0740732696991799	0.065911708465736	1.12382566653824	0.261086990687947	0.420536283797948
ZDHHC4	1.62597286956864	0.073970904132259	0.0769664285443907	0.961080116762803	0.336511886237909	0.497712712085563
MTFR1	0.516979090225253	0.073380524432666	0.116279217071225	0.631071710671376	0.527993637219235	0.666387885980157
DESI1	2.82108949643959	0.0733131329427934	0.0644227382118027	1.13800088257288	0.255120113803203	0.414369618803001
TOM1L2	0.587636592980157	0.0726932959745409	0.115670357788234	0.62845224450352	0.529707721421117	0.668039014182856
MLF2	11.3947441461369	0.0722042631471431	0.0411102935634244	1.75635484178062	0.0790278384785917	0.211726676561207
RPS23P8	1.71517391164281	0.0720044639005507	0.0635887854555878	1.13234532448871	0.257489281801246	0.417093413240324
DNAJC15	5.31529522371886	0.0719316220107939	0.0541917620058825	1.3273534453998	0.184391792043476	0.339185206885367
RPS21	66.5426523810126	0.0719081579441746	0.020813096891456	3.45494754188618	0.000550399900382887	0.0306149359974512
SH3GLB1	2.96229200025086	0.0719008250682392	0.057754535197167	1.24493816499048	0.213154480660339	0.369887220939504
SCCPDH	0.651948128974111	0.0715533861384031	0.122762676866491	0.582859448529459	0.55998792117043	0.693249898644647
UQCRQ	18.9212444533928	0.0711746442920617	0.0361572863580612	1.96847306479883	0.0490136323042862	0.166681688611808
GSS	0.409417001190704	0.0711242477559068	0.130298779110894	0.545855058974688	0.585165572571815	0.71463135539044
NCK2	0.633684445408384	0.0706199616810738	0.111219391793326	0.634960869164829	0.525453936450131	0.664258289243164
LYPLA2	0.90608456665684	0.0702277757143408	0.0955937273887275	0.734648366924357	0.462553673437003	0.613148599930884
ATF1	0.635701316747196	0.0702043833308868	0.114358863074818	0.613895429206537	0.539284430819805	0.676538119232826
PON2	0.506398369264354	0.0699340851589232	0.125952547153832	0.555241531348386	0.578729465148958	0.708686327263694
